ALLY, 16, 15
ALLY, 17, 20
ALLY, 0, 2
ALLY, 0, 1
ALLY, 4, 5
ALLY, 0, 4
ALLY, 0, 0
ALLY, 9, 13
ALLY, 0, 1
ALLY, 1, 0
ALLY, 2, 3
ALLY, 6, 3
ALLY, 0, 1
ALLY, 14, 29
ALLY, 19, 31
ALLY, 5, 4
ALLY, 14, 25
ALLY, 0, 2
ALLY, 0, 2
ALLY, 3, 5
ALLY, 1, 7
ALLY, 3, 10
ALLY, 8, 9
ALLY, 7, 16
ALLY, 6, 5
ALLY, 2, 3
  ALLY, 20, 36
ALLY, 8, 10
ALLY, 29, 31
ALLY, 8, 11
ALLY, 13, 20
ALLY, 3, 3
ALLY, 2, 4
 ALLY, 2, 4
ALLY, 38, 61
ALLY, 7, 10
